992 0.354
2045 0.365
7461 0.376
1106 0.198
806 0.320
732 0.347
783 0.323
3218 0.307
4387 0.327
2207 0.391
748 0.245
1294 0.318
392 0.434
11985 0.249
527 0.372
687 0.319
333 0.258
523 0.245
11710 0.381
2351 0.370
